ARTISTIC_ENTITY,GENDER,NATIONALITY,OBJECT_TITLE,OBJECT_DATE,PRIMARY_MEDIUM,ACCESSION_YEAR,OBJECT_TYPE
Anne Ryan,Female,American,Number 14,1948-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Anne Ryan,Female,American,Huntress Walking,1944-01-01T00:00:00Z,Plaster,1985-01-01T00:00:00Z,Sculpture
Anne Truitt,Female,American,Goldsborough,1974-01-01T00:00:00Z,Wood,1975-01-01T00:00:00Z,Sculpture
Anselm Kiefer,Male,German,Brünnhilde Sleeps,1980-01-01T00:00:00Z,Acrylic,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Siegfried's Difficult Way to Brünnhilde,1980-01-01T00:00:00Z,Acrylic,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Morgenthau Plan,2012-01-01T00:00:00Z,Acrylic,2013-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,The Kyffhäuser,1980-01-01T00:00:00Z,Acrylic,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Midsummer Night,1980-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Yggdrasil,1980-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Big Iron Fist/ Germany,1980-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Iconoclastic Controversy,1980-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Yggdrasil,1985-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Broken Flowers and Grass,1980-01-01T00:00:00Z,Gouache,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Let a Thousand Flowers Bloom,2000-01-01T00:00:00Z,Gouache,2001-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Bohemia Lies by the Sea,1996-01-01T00:00:00Z,Oil,1997-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Not Yet,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Essence/Ex-sistence,1975-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,The Moon Has Risen,1971-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Heroic Symbols,1969-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,On Every Mountain Peak There Is Peace,1971-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,From Oscar Wilde,1974-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Horror Vacui,1980-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Broken Flowers and Grass,1979-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Ride to the Vistula,1980-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Your Golden Hair/ Margarete,1980-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Sick Art,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Heaven on Earth,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,My Father Pledged Me a Sword,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,German Lineages of Salvation,1975-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,A Ship Will Come,1974-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Untitled (Heroic Symbols,1969-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Saint Eustace,1974-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Everyone Stands Under His Own Dome of Heaven,1970-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Virginia Woolf,1975-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Herzeleide,1979-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Aaron,1980-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Autumn Forest,1970-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Winter Landscape,1970-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Reservoir,1971-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Man Lying with Branch,1971-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,My Father Pledged Me a Sword,1975-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Stefan!,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,The Unknown Masterpiece,1982-01-01T00:00:00Z,Watercolor,2000-01-01T00:00:00Z,Painting
Anselm Kiefer,Male,German,Send Forth your Spirit,1974-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Anthony Caro,Male,British,Minoan,1990-01-01T00:00:00Z,Stoneware,2002-01-01T00:00:00Z,Sculpture
Anthony Caro,Male,British,Odalisque,1984-01-01T00:00:00Z,Steel,1984-01-01T00:00:00Z,Sculpture
Anthony Caro,Male,British,Period #28 from 1993 Hand-colored Paper Relief Sculptures,1993-01-01T00:00:00Z,Paper,2003-01-01T00:00:00Z,Sculpture
Anthony Caro,Male,British,Untitled #41 from 1982 Paper Relief Sculptures,1982-01-01T00:00:00Z,Paper,2003-01-01T00:00:00Z,Sculpture
Anthony Caro,Male,British,Veduggio Glimpse,1972-01-01T00:00:00Z,Steel,1986-01-01T00:00:00Z,Sculpture
Anthony de Francisci,Male,American,Creation,1935-01-01T00:00:00Z,Silver,1935-01-01T00:00:00Z,Sculpture
Anthony de Francisci,Male,American,The William Lawrence Saunders Award of the AIMME,1922-01-01T00:00:00Z,Medal,1927-01-01T00:00:00Z,Sculpture
Anthony Green,Male,British,Mrs. Madeline Joscelyne with Her Son,1987-01-01T00:00:00Z,Watercolor,1988-01-01T00:00:00Z,Painting
Anthony Viti,Male,American,Elegy Number 9 (After MH's Iron Cross,1992-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Anthony Viti,Male,American,Elegy Number 12 (After MH's Iron Cross,1992-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Anthony Viti,Male,American,Elegy Number 21 (After MH's Iron Cross,1992-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Anthony Viti,Male,American,Elegy Number 24 (After MH's Iron Cross,1992-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Antoine Pevsner,Male,French,Column of Peace,1954-01-01T00:00:00Z,Bronze,1981-01-01T00:00:00Z,Sculpture
Antoine Pevsner,Male,French,Fresco/ Fauna of the Ocean,1944-01-01T00:00:00Z,Brass,1990-01-01T00:00:00Z,Sculpture
Antonio Henrique Amaral,Male,Brazilian,Landscape with Knives,1993-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Antonio Saura,Male,Spanish,Cocktail Party,1962-01-01T00:00:00Z,Ink,2002-01-01T00:00:00Z,Painting
Antonio Saura,Male,Spanish,Cocktail Party,1962-01-01T00:00:00Z,Ink,2002-01-01T00:00:00Z,Painting
Antonius Höckelmann,Male,German,ABC,1977-01-01T00:00:00Z,Gouache,1986-01-01T00:00:00Z,Painting
Anwar Jalal Shemza,Male,Pakistani,The Table,1958-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Anwar Jalal Shemza,Male,Pakistani,Love Letter I,1969-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
April Gornik,Female,American,Weight and Light,1984-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Arakawa,Male,American,Blank Dots,1982-01-01T00:00:00Z,Acrylic,1985-01-01T00:00:00Z,Painting
Arbit Blatas,Male,American,Four Figures in a Bistro,1952-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
Archimede Seguso,Male,Italian,Snail,1949-01-01T00:00:00Z,Glass,1949-01-01T00:00:00Z,Sculpture
Aristide Maillol,Male,French,Crouching Woman with Crab,1900-01-01T00:00:00Z,Bronze,1984-01-01T00:00:00Z,Sculpture
Aristide Maillol,Male,French,Seated Woman,1900-01-01T00:00:00Z,Plaster,1984-01-01T00:00:00Z,Sculpture
Aristide Maillol,Male,French,"Study for ""Action in Chains",1905-01-01T00:00:00Z,Bronze,1992-01-01T00:00:00Z,Sculpture
Arman,Male,American,Admissions Accumulation,1976-01-01T00:00:00Z,Mixed Media,1976-01-01T00:00:00Z,Sculpture
Arman,Male,American,Embedded Blue Wheels,1965-01-01T00:00:00Z,Mixed Media,1998-01-01T00:00:00Z,Sculpture
Arnaldo Roche Rabell,Male,American,You Know I Am Aware,1990-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Arnold Friedman,Male,American,Unemployable,1937-01-01T00:00:00Z,Oil,1940-01-01T00:00:00Z,Painting
Arnold Friedman,Male,American,My Wife,1925-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Arnulf Rainer,Male,Austrian,Untitled,1970-01-01T00:00:00Z,Watercolor,1986-01-01T00:00:00Z,Painting
Arshile Gorky,Male,American,Water of the Flowery Mill,1944-01-01T00:00:00Z,Oil,1956-01-01T00:00:00Z,Painting
Arshile Gorky,Male,American,Landscape,1933-01-01T00:00:00Z,Oil,1964-01-01T00:00:00Z,Painting
Arshile Gorky,Male,American,Self-Portrait at the Age of Nine,1928-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Arthur B. Carles,Male,American,The Church,1910-01-01T00:00:00Z,Oil,1962-01-01T00:00:00Z,Painting
Arthur B. Carles,Male,American,White Abstraction,1935-01-01T00:00:00Z,Oil,1976-01-01T00:00:00Z,Painting
Arthur B. Carles,Male,American,Lilies,1935-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Reaching Waves,1929-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Landscape with Houses,1930-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Goat,1935-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Clouds and Water,1930-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Fishboat,1930-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Mountain and Sky,1925-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Hand Sewing Machine,1927-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Portrait of Ralph Dusenberry,1924-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Untitled,1940-01-01T00:00:00Z,Tempera,1984-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Untitled,1942-01-01T00:00:00Z,Tempera,1984-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Untitled,1940-01-01T00:00:00Z,Tempera,1984-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Untitled,1946-01-01T00:00:00Z,Tempera,1984-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,"Study for ""Goat""",1934-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Old Tombstones,1935-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Seneca Lake,1935-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Wind Wheel,1935-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Silver Ball/ Barge/ and Trees,1930-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,The Inn,1942-01-01T00:00:00Z,Wax,1992-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Shore Road,1942-01-01T00:00:00Z,Wax,1949-01-01T00:00:00Z,Painting
Arthur Dove,Male,American,Storm Clouds,1935-01-01T00:00:00Z,Wax,2006-01-01T00:00:00Z,Painting
Arthur Graham Carey,Male,American,The Tercentenary of Harvard University/ 1636-1936,1936-01-01T00:00:00Z,Bronze,1936-01-01T00:00:00Z,Sculpture
Arthur Lee,Male,American,100TH ANNIVERSARY OF THE LEHMAN CORPORATION,Null,Bronze,1967-01-01T00:00:00Z,Sculpture
Arthur Lee,Male,American,Volupt√©,1915-01-01T00:00:00Z,Marble,1924-01-01T00:00:00Z,Sculpture
Arthur N. Christie,Male,American,Untitled,1936-01-01T00:00:00Z,Gouache,1981-01-01T00:00:00Z,Painting
Arthur Osver,Male,American,Two Ventilators,1947-01-01T00:00:00Z,Oil,1950-01-01T00:00:00Z,Painting
Arthur Segal,Male,Romanian,Strasse auf Helgoland II,1924-01-01T00:00:00Z,Oil,2003-01-01T00:00:00Z,Painting
Arturo Elizondo,Male,Mexican,Young Kafka/ a Dalai Lama,1995-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Arturo Rodriguez,Male,American,The World's Great Theater,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Attilio Salemme,Male,American,Caught in the Equinox,1953-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Audrey Buller,Female,American,Morning Glory,1936-01-01T00:00:00Z,Oil,1938-01-01T00:00:00Z,Painting
Audrey Flack,Female,American,Macarena of Miracles,1971-01-01T00:00:00Z,Oil,1979-01-01T00:00:00Z,Painting
Auguste Herbin,Female,French,Nude,1949-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Auguste Renoir,Male,French,Washerwoman,1916-01-01T00:00:00Z,Bronze,1999-01-01T00:00:00Z,Sculpture
Auguste Rodin,Male,French,Gustav Mahler,1909-01-01T00:00:00Z,Bronze,1999-01-01T00:00:00Z,Sculpture
Augustus John,Male,British,Self-Portrait,1940-01-01T00:00:00Z,Oil,1961-01-01T00:00:00Z,Painting
Augustus John,Male,British,Canadian Soldier,1917-01-01T00:00:00Z,Oil,1961-01-01T00:00:00Z,Painting
Augustus John,Male,British,Sean O'Casey,1926-01-01T00:00:00Z,Oil,1961-01-01T00:00:00Z,Painting
Avel de Knight,Female,American,Mediterranean,1966-01-01T00:00:00Z,Gouache,1967-01-01T00:00:00Z,Painting
Avner Moriah,Female,Israeli,Hills III,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Avner Moriah,Female,Israeli,Café,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
B. J. O. Nordfeldt,Male,American,Movement,1948-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Baladine Klossowski,Female,German,The Artist's Sons/ Pierre and Balthus as Adolescents,1921-01-01T00:00:00Z,Watercolor,2009-01-01T00:00:00Z,Painting
Balcomb Greene,Female,American,The Flag,1951-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
Balthus,Male,French,Palette,1985-01-01T00:00:00Z,Mixed Media,2002-01-01T00:00:00Z,Sculpture
Balthus,Male,French,The Mountain,1936-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Balthus,Male,French,Summertime,1935-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Balthus,Male,French,Thérèse Dreaming,1938-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Balthus,Male,French,Girl at a Window,1957-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Balthus,Male,French,Pierre Matisse,1938-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Balthus,Male,French,Lelia Caetani,1935-01-01T00:00:00Z,Oil,2011-01-01T00:00:00Z,Painting
Balthus,Male,French,Thérèse,1938-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Balthus,Male,French,Palette,1985-01-01T00:00:00Z,Painted Materials,2002-01-01T00:00:00Z,Painting
Balthus,Male,French,Palette,1985-01-01T00:00:00Z,Painted Materials,2002-01-01T00:00:00Z,Painting
Balthus,Male,French,Palette,1985-01-01T00:00:00Z,Painted Materials,2002-01-01T00:00:00Z,Painting
Balthus,Male,French,Palette,1985-01-01T00:00:00Z,Painted Materials,2002-01-01T00:00:00Z,Painting
Barbara Chase-Riboud,Female,American,All That Rises Must Converge,1973-01-01T00:00:00Z,Mixed Media,1992-01-01T00:00:00Z,Sculpture
Barbara Hepworth,Female,British,Oval Form with Strings and Color,1966-01-01T00:00:00Z,Wood,2007-01-01T00:00:00Z,Sculpture
Barnett Newman,Male,American,Concord,1949-01-01T00:00:00Z,Oil,1968-01-01T00:00:00Z,Painting
Barnett Newman,Male,American,The Station,1963-01-01T00:00:00Z,Oil,1975-01-01T00:00:00Z,Painting
Barnett Newman,Male,American,Shimmer Bright,1968-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Barnett Newman,Male,American,The Song of Orpheus,1944-01-01T00:00:00Z,Oil Pastel,1992-01-01T00:00:00Z,Painting
Barnett Newman,Male,American,Untitled,1945-01-01T00:00:00Z,Oil Pastel,1992-01-01T00:00:00Z,Painting
Barry Ledoux,Male,American,"Fate, Eros, Sleep, Night, 1982",1982-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Barry Ledoux,Male,American,Fate/ Eros/ Sleep/ Night,1982-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Basil Alkazzi,Male,Kuwaiti,Whispering Silence II,1991-01-01T00:00:00Z,Gouache,1996-01-01T00:00:00Z,Painting
Basil Alkazzi,Male,Kuwaiti,Transmutation IV,1990-01-01T00:00:00Z,Gouache,1996-01-01T00:00:00Z,Painting
Basil Alkazzi,Male,Kuwaiti,Transmutation III,1991-01-01T00:00:00Z,Gouache,1996-01-01T00:00:00Z,Painting
Basil Cimino,Male,American,Untitled,1951-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Beatrice Wood,Female,American,Fish,1947-01-01T00:00:00Z,Earthenware,1947-01-01T00:00:00Z,Sculpture
Beatriz Milhazes,Female,Brazilian,The Beach (A Praia,1997-01-01T00:00:00Z,Acrylic,1998-01-01T00:00:00Z,Painting
Beauford Delaney,Male,American,Stanislas Rodanski,1963-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Ben Benn,Male,American,Still Life,1941-01-01T00:00:00Z,Oil,1943-01-01T00:00:00Z,Painting
Ben Kutcher,Male,American,Untitled,Null,Ink,1984-01-01T00:00:00Z,Painting
Ben Nicholson,Male,British,Untitled,1942-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Ben Nicholson,Male,British,Coin and Musical Instruments,1933-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Ben Shahn,Male,American,Death of a Miner,1949-01-01T00:00:00Z,Tempera,1950-01-01T00:00:00Z,Painting
Ben-Zion,Male,American,Wheat with Poppies and Cornflowers,1952-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Benjamin Knotts,Male,American,In the Museum II,1943-01-01T00:00:00Z,Ink,1967-01-01T00:00:00Z,Painting
Benny Andrews,Male,American,Sweet Back Man,1996-01-01T00:00:00Z,Fabric,1997-01-01T00:00:00Z,Painting
Benny Andrews,Male,American,American Gothic,1971-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Benny Andrews,Male,American,Juke Joint,1998-01-01T00:00:00Z,Painted Materials,2001-01-01T00:00:00Z,Painting
Benny Andrews,Male,American,The Family,2000-01-01T00:00:00Z,Painted Materials,2001-01-01T00:00:00Z,Painting
Bernard Childs,Male,American,The Mathematician,1959-01-01T00:00:00Z,Oil,2000-01-01T00:00:00Z,Painting
Bernard Karfiol,Male,American,Hills,1931-01-01T00:00:00Z,Oil,1932-01-01T00:00:00Z,Painting
Bernard Karfiol,Male,American,Cuban Nude,1935-01-01T00:00:00Z,Oil,1937-01-01T00:00:00Z,Painting
Bernard Karfiol,Male,American,Reclining Nude After Goya's Maja,Null,Oil,1986-01-01T00:00:00Z,Painting
Bernard Karfiol,Male,American,Standing Nude,1923-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Bernard Meadows,Male,British,Augustus,1962-01-01T00:00:00Z,Bronze,1988-01-01T00:00:00Z,Sculpture
Bert L. Long Jr.,Male,American,Van Gogh,1987-01-01T00:00:00Z,Mixed Media,1989-01-01T00:00:00Z,Sculpture
Berthold Nebel,Male,American,WORLD UNITY OR OBLIVION,1945-01-01T00:00:00Z,Bronze,1946-01-01T00:00:00Z,Sculpture
Bessie Stough Callender,Female,American,Eagle,1929-01-01T00:00:00Z,Marble,1954-01-01T00:00:00Z,Sculpture
Betty Lane,Female,American,The Blizzard,1941-01-01T00:00:00Z,Oil,1941-01-01T00:00:00Z,Painting
Betty Woodman,Female,American,Green Room,2008-01-01T00:00:00Z,Painted Materials,2008-01-01T00:00:00Z,Painting
Betty Woodman,Female,American,The Ming Sisters,2003-01-01T00:00:00Z,Mixed Media,2003-01-01T00:00:00Z,Sculpture
Betye Saar,Female,American,Whitey's Way,1970-01-01T00:00:00Z,Mixed Media,1997-01-01T00:00:00Z,Sculpture
Beverly Buchanan,Female,American,Wall Column,1980-01-01T00:00:00Z,Concrete,1981-01-01T00:00:00Z,Sculpture
Beverly Pepper,Female,American,Harmonious Triad,1982-01-01T00:00:00Z,Iron,1983-01-01T00:00:00Z,Sculpture
Beverly Pepper,Female,American,Maquette for Trinity,1971-01-01T00:00:00Z,Steel,1991-01-01T00:00:00Z,Sculpture
Bill Jacklin,Male,British,Incident on 42nd Street,1988-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Bill Jensen,Male,American,Memory of Closeness,1981-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Bing and Gr√∂ndahl,Male,Danish,Silenus (faun),1925-01-01T00:00:00Z,Porcelain,1923-01-01T00:00:00Z,Sculpture
Boaz Vaadia,Male,Israeli,Shani,1986-01-01T00:00:00Z,Stone,1987-01-01T00:00:00Z,Sculpture
Bob Thompson,Male,American,Parnassus,1964-01-01T00:00:00Z,Oil,1977-01-01T00:00:00Z,Painting
Bob Thompson,Male,American,Allegory,1960-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Bob Thompson,Male,American,Four Bathers,1961-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Boris Blai,Male,American,Triangle Girl,1928-01-01T00:00:00Z,Wood,1983-01-01T00:00:00Z,Sculpture
Boris Grigoriev,Male,Russian,Sergei Esenin (1895-1925) as a Youth,1923-01-01T00:00:00Z,Gouache,1972-01-01T00:00:00Z,Painting
Boris Grigoriev,Male,Russian,Woman Reading,1922-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Boris Grigoriev,Male,Russian,The Model,1926-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Boris Lovet-Lorski,Male,American,Ariadne,1937-01-01T00:00:00Z,Marble,1952-01-01T00:00:00Z,Sculpture
Boris Lovet-Lorski,Male,American,Feodor Chaliapin,1938-01-01T00:00:00Z,Bronze,1938-01-01T00:00:00Z,Sculpture
Boris Mikhailovich Kustodiev,Male,Russian,Village Festival,1924-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Boyd & Evans,Male,Null ,Passing By,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Brad Davis,Male,American,Untitled/ Landscape Number 5,1989-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Bradley Walker Tomlin,Male,American,Burial,1943-01-01T00:00:00Z,Oil,1943-01-01T00:00:00Z,Painting
Bradley Walker Tomlin,Male,American,Number 11,1952-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Brenda Putnam,Female,American,THE FLIGHT,1941-01-01T00:00:00Z,Bronze,1942-01-01T00:00:00Z,Sculpture
Broto,Male,Spanish,Untitled,1985-01-01T00:00:00Z,Acrylic,1986-01-01T00:00:00Z,Painting
Bruce Boice,Male,American,Relief,1977-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Bruno Lucchesi,Male,Italian,Conversation,1972-01-01T00:00:00Z,Bronze,1999-01-01T00:00:00Z,Sculpture
Bruno Mankowski,Male,American,AMERICAN FOLKLORE,Null,Bronze,1969-01-01T00:00:00Z,Sculpture
Bruno Mankowski,Male,American,Medal,1949-01-01T00:00:00Z,Bronze,1950-01-01T00:00:00Z,Sculpture
Bruno Romeda,Male,Italian,Untitled,1987-01-01T00:00:00Z,Bronze,1988-01-01T00:00:00Z,Sculpture
Bryan Hunt,Male,American,Amphora,1982-01-01T00:00:00Z,Bronze,1983-01-01T00:00:00Z,Sculpture
Bumpei Usui,Male,American,The Furniture Factory,1925-01-01T00:00:00Z,Oil,2014-01-01T00:00:00Z,Painting
Burgoyne Diller,Male,American,Second Theme,1938-01-01T00:00:00Z,Oil,1963-01-01T00:00:00Z,Painting
